iter	Passed	Remaining
247	1173	13023
248	1177	13014
249	1183	13015
250	1187	13004
251	1191	12995
252	1195	12978
253	1200	12977
254	1204	12967
255	1208	12957
256	1213	12947
257	1217	12939
258	1221	12928
259	1226	12924
260	1232	12931
261	1237	12934
262	1241	12923
263	1246	12916
264	1251	12911
265	1255	12901
266	1259	12891
267	1263	12884
268	1268	12878
269	1273	12871
270	1276	12859
271	1281	12856
272	1286	12850
273	1290	12842
274	1294	12829
275	1299	12823
276	1303	12816
277	1307	12805
278	1313	12808
279	1318	12806
280	1323	12803
281	1328	12801
282	1332	12788
283	1336	12777
284	1339	12765
285	1344	12758
286	1348	12747
287	1352	12736
288	1356	12724
289	1360	12715
290	1365	12710
291	1369	12703
292	1373	12693
293	1378	12684
294	1382	12677
295	1386	12667
296	1390	12659
297	1395	12652
298	1399	12646
299	1404	12638
300	1408	12630
301	1413	12625
302	1417	12620
303	1422	12611
304	1426	12605
305	1431	12601
306	1436	12596
307	1439	12582
308	1444	12578
309	1448	12571
310	1453	12566
311	1457	12558
312	1462	12555
313	1466	12544
314	1470	12536
315	1475	12530
316	1480	12530
317	1484	12523
318	1489	12517
319	1493	12509
320	1498	12505
321	1502	12496
322	1506	12486
323	1511	12480
324	1515	12477
325	1520	12468
326	1524	12465
327	1529	12461
328	1534	12460
329	1539	12457
330	1544	12454
331	1549	12453
332	1554	12448
333	1559	12445
334	1563	12440
335	1568	12436
336	1574	12438
337	1579	12437
338	1584	12437
339	1589	12435
340	1594	12433
341	1599	12427
342	1603	12419
343	1607	12411
344	1612	12406
345	1616	12401
346	1621	12395
347	1625	12385
348	1629	12381
349	1634	12375
350	1638	12364
351	1642	12356
352	1646	12348
353	1651	12342
354	1655	12335
355	1659	12327
356	1664	12321
357	1668	12315
358	1672	12305
359	1677	12301
360	1681	12290
361	1685	12283
362	1690	12279
363	1695	12275
364	1699	12268
365	1703	12260
366	1708	12256
367	1712	12249
368	1716	12240
369	1720	12232
370	1725	12224
371	1729	12220
372	1733	12212
373	1738	12206
374	1743	12203
375	1747	12196
376	1752	12189
377	1756	12182
378	1761	12180
379	1765	12172
380	1769	12162
381	1773	12155
382	1778	12153
383	1782	12144
384	1786	12136
385	1791	12128
386	1795	12123
387	1799	12117
388	1804	12110
389	1808	12106
390	1814	12104
391	1818	12100
392	1823	12093
393	1828	12094
394	1832	12087
395	1837	12079
396	1841	12074
397	1845	12065
398	1850	12061
399	1854	12054
400	1858	12046
401	1863	12040
402	1867	12035
403	1872	12030
404	1876	12025
405	1881	12018
406	1884	12007
407	1888	11999
408	1892	11992
409	1897	11985
410	1901	11978
411	1906	11974
412	1911	11971
413	1915	11966
414	1919	11959
415	1924	11954
416	1929	11948
417	1933	11942
418	1937	11935
419	1941	11927
420	1945	11919
421	1950	11913
422	1954	11907
423	1958	11899
424	1962	11892
425	1966	11883
426	1971	11878
427	1976	11877
428	1980	11871
429	1984	11862
430	1989	11859
431	1994	11857
432	1999	11851
433	2003	11845
434	2007	11839
435	2011	11830
436	2015	11823
437	2020	11817
438	2024	11809
439	2028	11802
440	2033	11797
441	2037	11792
442	2041	11782
443	2045	11777
444	2050	11771
445	2054	11763
446	2058	11756
447	2062	11751
448	2067	11744
449	2071	11738
450	2075	11733
451	2080	11726
452	2084	11718
453	2088	11710
454	2092	11704
455	2097	11704
456	2102	11699
457	2107	11694
458	2111	11690
459	2117	11694
460	2123	11695
461	2128	11694
462	2134	11695
463	2140	11698
464	2144	11691
465	2148	11685
466	2153	11680
467	2158	11677
468	2162	11669
469	2166	11664
470	2172	11662
471	2176	11658
472	2181	11655
473	2185	11646
474	2190	11643
475	2194	11638
476	2199	11634
477	2204	11629
478	2208	11625
479	2213	11620
480	2218	11618
481	2224	11619
482	2229	11618
483	2234	11616
484	2240	11615
485	2245	11614
486	2250	11610
487	2255	11609
488	2260	11607
489	2265	11603
490	2270	11604
491	2276	11605
492	2282	11604
493	2287	11603
494	2292	11603
495	2297	11598
496	2302	11597
497	2308	11596
498	2312	11591
499	2317	11587
500	2322	11585
501	2327	11583
502	2332	11576
503	2336	11571
504	2342	11575
505	2348	11575
506	2355	11584
507	2512	12324
508	2522	12347
509	2529	12352
510	2537	12358
511	2546	12375
512	2554	12383
513	2560	12386
514	2568	12394
515	2574	12395
516	2582	12400
517	2589	12408
518	2600	12431
519	2607	12435
520	2614	12441
521	2623	12455
522	2633	12472
523	2639	12471
524	2646	12474
525	2652	12475
526	2657	12471
527	2664	12475
528	2671	12476
529	2676	12473
530	2680	12465
531	2688	12473
532	2698	12491
533	2705	12494
534	2712	12498
535	2721	12509
536	2731	12530
537	2739	12536
538	2746	12541
539	2753	12545
540	2764	12567
541	2771	12569
542	2778	12571
543	2784	12570
544	2789	12565
545	2794	12561
546	2800	12557
547	2805	12552
548	2811	12550
549	2816	12547
550	2822	12542
551	2827	12539
552	2832	12533
553	2837	12526
554	2842	12521
555	2846	12512
556	2851	12507
557	2856	12501
558	2861	12497
559	2867	12493
560	2873	12491
561	2879	12490
562	2885	12488
563	2889	12480
564	2894	12474
565	2899	12468
566	2903	12460
567	2909	12456
568	2914	12450
569	2918	12442
570	2924	12441
571	2929	12434
572	2933	12426
573	2938	12418
574	2943	12413
575	2948	12410
576	2953	12401
577	2958	12398
578	2963	12392
579	2968	12385
580	2973	12380
581	2978	12372
582	2982	12366
583	2987	12359
584	2991	12350
585	2996	12344
586	3001	12337
587	3006	12334
588	3012	12329
589	3018	12328
590	3024	12328
591	3029	12324
592	3035	12320
593	3041	12321
594	3048	12320
595	3053	12316
596	3059	12314
597	3065	12314
598	3076	12332
599	3090	12363
600	3096	12360
601	3106	12375
602	3113	12375
603	3118	12372
604	3123	12363
605	3127	12357
606	3133	12352
607	3138	12349
608	3143	12342
609	3148	12334
610	3153	12329
611	3158	12324
612	3163	12317
613	3169	12315
614	3173	12307
615	3178	12300
616	3183	12296
617	3188	12291
618	3194	12289
619	3202	12292
620	3208	12291
621	3215	12292
622	3220	12287
623	3225	12283
624	3230	12277
625	3235	12271
626	3240	12263
627	3244	12255
628	3250	12251
629	3254	12244
630	3260	12241
631	3265	12236
632	3271	12234
633	3276	12227
634	3282	12225
635	3289	12228
636	3300	12243
637	3307	12243
638	3315	12248
639	3324	12257
640	3331	12261
641	3337	12256
642	3343	12255
643	3349	12252
644	3354	12247
645	3360	12244
646	3366	12241
647	3370	12234
648	3375	12226
649	3380	12221
650	3386	12219
651	3391	12214
652	3396	12209
653	3402	12204
654	3408	12202
655	3413	12198
656	3421	12201
657	3446	12266
658	3453	12267
659	3458	12262
660	3465	12263
661	3470	12258
662	3475	12251
663	3481	12249
664	3487	12243
665	3491	12235
666	3496	12229
667	3501	12224
668	3506	12218
669	3512	12214
670	3517	12208
671	3522	12201
672	3527	12196
673	3531	12188
674	3536	12180
675	3540	12170
676	3545	12166
677	3550	12159
678	3554	12151
679	3560	12146
680	3565	12140
681	3569	12132
682	3574	12126
683	3579	12120
684	3584	12113
685	3588	12105
686	3594	12101
687	3598	12094
688	3604	12089
689	3610	12086
690	3615	12079
691	3620	12074
692	3625	12068
693	3630	12062
694	3634	12055
695	3639	12046
696	3643	12039
697	3648	12034
698	3653	12026
699	3658	12020
700	3663	12014
701	3669	12011
702	3674	12006
703	3680	12001
704	3685	11997
705	3690	11992
706	3696	11989
707	3702	11985
708	3707	11980
709	3714	11980
710	3720	11979
711	3725	11973
712	3732	11971
713	3737	11965
714	3742	11959
715	3748	11957
716	3754	11954
717	3760	11950
718	3765	11947
719	3771	11944
720	3778	11942
721	3784	11941
722	3794	11950
723	3800	11946
724	3814	11970
725	3830	11998
726	3839	12003
727	3845	12001
728	3850	11996
729	3855	11989
730	3863	11990
731	3871	11996
732	3880	12000
733	3893	12020
734	3904	12031
735	3918	12052
736	3927	12060
737	3937	12069
738	3951	12088
739	3959	12092
740	3966	12093
741	3972	12089
742	3979	12087
743	3984	12081
744	3989	12075
745	3995	12073
746	4000	12066
747	4006	12060
748	4011	12056
749	4017	12051
750	4027	12062
751	4034	12061
752	4043	12065
753	4048	12060
754	4054	12055
755	4060	12052
756	4065	12044
757	4070	12040
758	4076	12036
759	4081	12030
760	4087	12025
761	4093	12024
762	4105	12037
763	4114	12042
764	4122	12043
765	4127	12038
766	4147	12075
767	4165	12105
768	4186	12145
769	4200	12164
770	4204	12156
771	4213	12159
772	4220	12159
773	4225	12152
774	4230	12144
775	4235	12138
776	4243	12139
777	4252	12145
778	4261	12150
779	4275	12170
780	4282	12167
781	4288	12162
782	4318	12228
783	4336	12257
784	4342	12252
785	4347	12244
786	4351	12237
787	4356	12229
788	4361	12222
789	4366	12215
790	4371	12208
791	4376	12201
792	4384	12202
793	4403	12234
794	4418	12254
795	4427	12260
796	4439	12270
797	4451	12283
798	4459	12285
799	4467	12285
800	4473	12281
801	4482	12284
802	4487	12278
803	4492	12271
804	4498	12265
805	4505	12263
806	4511	12259
807	4517	12254
808	4522	12247
809	4528	12243
810	4535	12240
811	4540	12233
812	4545	12228
813	4552	12225
814	4557	12217
815	4562	12210
816	4567	12205
817	4573	12200
818	4582	12203
819	4593	12212
820	4600	12210
821	4606	12206
822	4613	12203
823	4620	12200
824	4625	12193
825	4630	12188
826	4636	12183
827	4641	12175
828	4647	12170
829	4652	12164
830	4657	12156
831	4663	12151
832	4668	12144
833	4674	12140
834	4680	12136
835	4686	12130
836	4691	12124
837	4700	12126
838	4706	12122
839	4713	12119
840	4719	12115
841	4724	12109
842	4729	12101
843	4734	12094
844	4740	12088
845	4744	12080
846	4750	12074
847	4755	12067
848	4760	12060
849	4764	12051
850	4769	12044
851	4774	12037
852	4778	12028
853	4783	12020
854	4788	12013
855	4795	12010
856	4801	12005
857	4806	12000
858	4811	11992
859	4817	11986
860	4821	11977
861	4825	11969
862	4830	11960
863	4836	11958
864	4843	11954
865	4848	11948
866	4853	11940
867	4858	11932
868	4863	11926
869	4868	11919
870	4873	11913
871	4878	11906
872	4884	11899
873	4889	11892
874	4894	11886
875	4899	11879
876	4904	11871
877	4908	11864
878	4913	11856
879	4918	11849
880	4923	11843
881	4929	11836
882	4934	11830
883	4939	11822
884	4944	11815
885	4950	11811
886	4954	11801
887	4959	11794
888	4963	11786
889	4967	11777
890	4972	11770
891	4977	11762
892	4981	11754
893	4986	11746
894	4990	11738
895	4995	11729
896	4999	11722
897	5004	11713
898	5008	11705
899	5012	11696
900	5017	11689
901	5021	11680
902	5026	11671
903	5031	11664
904	5035	11656
905	5040	11650
906	5045	11642
907	5050	11636
908	5055	11628
909	5059	11619
910	5063	11611
911	5068	11604
912	5073	11597
913	5077	11589
914	5082	11581
915	5086	11572
916	5091	11565
917	5095	11557
918	5101	11550
919	5105	11543
920	5110	11535
921	5115	11528
922	5119	11519
923	5123	11511
924	5128	11503
925	5132	11494
926	5136	11486
927	5141	11479
928	5145	11471
929	5150	11463
930	5154	11455
931	5159	11449
932	5164	11441
933	5168	11433
934	5173	11424
935	5177	11416
936	5181	11408
937	5185	11399
938	5189	11391
939	5194	11382
940	5198	11374
941	5202	11366
942	5208	11360
943	5212	11352
944	5217	11345
945	5222	11339
946	5227	11333
947	5232	11326
948	5237	11318
949	5242	11312
950	5246	11304
951	5252	11300
952	5259	11297
953	5264	11291
954	5269	11284
955	5274	11277
956	5279	11269
957	5284	11263
958	5289	11256
959	5293	11249
960	5298	11243
961	5303	11235
962	5308	11228
963	5313	11221
964	5318	11215
965	5322	11207
966	5327	11200
967	5332	11193
968	5337	11187
969	5342	11179
970	5346	11172
971	5351	11165
972	5358	11162
973	5363	11156
974	5368	11150
975	5375	11147
976	5380	11141
977	5385	11135
978	5390	11128
979	5395	11122
980	5400	11115
981	5405	11108
982	5410	11101
983	5418	11101
984	5423	11095
985	5430	11092
986	5435	11085
987	5441	11081
988	5448	11078
989	5454	11075
990	5463	11075
991	5471	11075
992	5476	11068
993	5481	11063
994	5487	11057
995	5491	11050
996	5496	11043
997	5501	11035
998	5506	11029
999	5512	11025
1000	5518	11019
1001	5523	11014
1002	5530	11012
1003	5537	11008
1004	5542	11002
1005	5547	10996
1006	5552	10989
1007	5557	10983
1008	5562	10975
1009	5567	10968
1010	5571	10962
1011	5576	10955
1012	5581	10948
1013	5586	10942
1014	5592	10936
1015	5597	10929
1016	5601	10921
1017	5606	10914
1018	5611	10908
1019	5616	10901
1020	5621	10896
1021	5626	10889
1022	5630	10882
1023	5635	10874
1024	5640	10868
1025	5645	10861
1026	5650	10854
1027	5654	10847
1028	5659	10841
1029	5664	10834
1030	5670	10828
1031	5675	10822
1032	5679	10814
1033	5684	10808
1034	5689	10801
1035	5695	10796
1036	5700	10790
1037	5705	10783
1038	5710	10777
1039	5715	10771
1040	5720	10764
1041	5725	10757
1042	5729	10750
1043	5734	10743
1044	5738	10736
1045	5743	10729
1046	5748	10722
1047	5752	10715
1048	5757	10707
1049	5761	10699
1050	5766	10692
1051	5770	10685
1052	5775	10678
1053	5780	10671
1054	5784	10664
1055	5788	10657
1056	5793	10649
1057	5798	10642
1058	5802	10635
1059	5807	10628
1060	5811	10620
1061	5815	10613
1062	5820	10606
1063	5825	10599
1064	5829	10592
1065	5834	10584
1066	5839	10578
1067	5845	10574
1068	5849	10567
1069	5854	10560
1070	5859	10552
1071	5864	10546
1072	5868	10539
1073	5873	10532
1074	5877	10524
1075	5881	10517
1076	5886	10510
1077	5890	10501
1078	5894	10494
1079	5898	10486
1080	5903	10479
1081	5908	10473
1082	5912	10466
1083	5917	10459
1084	5921	10451
1085	5926	10444
1086	5930	10437
1087	5935	10430
1088	5940	10424
1089	5945	10418
1090	5949	10410
1091	5954	10403
1092	5958	10395
1093	5962	10388
1094	5967	10381
1095	5971	10374
1096	5976	10367
1097	5981	10361
1098	5986	10356
1099	5992	10350
1100	5997	10343
1101	6001	10336
1102	6006	10330
1103	6011	10323
1104	6016	10317
1105	6021	10312
1106	6026	10304
1107	6030	10297
1108	6035	10290
1109	6039	10284
1110	6044	10277
1111	6049	10270
1112	6054	10264
1113	6058	10257
1114	6063	10250
1115	6069	10246
1116	6075	10241
1117	6098	10265
1118	6103	10260
1119	6111	10258
1120	6116	10251
1121	6120	10244
1122	6124	10237
1123	6128	10229
1124	6133	10222
1125	6137	10215
1126	6142	10207
1127	6146	10200
1128	6151	10193
1129	6155	10186
1130	6159	10178
1131	6163	10171
1132	6168	10164
1133	6172	10156
1134	6176	10149
1135	6181	10142
1136	6185	10134
1137	6189	10128
1138	6194	10121
1139	6198	10113
1140	6203	10106
1141	6207	10099
1142	6212	10092
1143	6216	10085
1144	6221	10078
1145	6225	10071
1146	6230	10064
1147	6234	10058
1148	6239	10051
1149	6244	10045
1150	6248	10038
1151	6253	10031
1152	6257	10023
1153	6262	10017
1154	6266	10010
1155	6271	10003
1156	6275	9996
1157	6279	9988
1158	6283	9981
1159	6288	9974
1160	6292	9967
1161	6296	9960
1162	6301	9953
1163	6306	9946
1164	6310	9939
1165	6314	9932
1166	6319	9925
1167	6323	9918
1168	6327	9911
1169	6332	9903
1170	6336	9897
1171	6340	9889
1172	6345	9883
1173	6349	9875
1174	6354	9869
1175	6358	9862
1176	6362	9854
1177	6367	9847
1178	6371	9841
1179	6376	9834
1180	6380	9826
1181	6384	9819
1182	6388	9812
1183	6393	9806
1184	6397	9799
1185	6402	9792
1186	6405	9784
1187	6410	9777
1188	6415	9771
1189	6420	9765
1190	6424	9758
1191	6429	9751
1192	6433	9745
1193	6438	9738
1194	6442	9731
1195	6447	9724
1196	6452	9718
1197	6456	9711
1198	6460	9704
1199	6465	9698
1200	6470	9692
1201	6475	9686
1202	6480	9680
1203	6485	9674
1204	6489	9667
1205	6494	9660
1206	6498	9653
1207	6502	9645
1208	6507	9639
1209	6511	9632
1210	6515	9625
1211	6520	9618
1212	6524	9611
1213	6528	9605
1214	6533	9598
1215	6537	9591
1216	6541	9584
1217	6546	9577
1218	6550	9570
1219	6555	9564
1220	6559	9557
1221	6564	9551
1222	6568	9543
1223	6573	9537
1224	6577	9530
1225	6581	9523
1226	6585	9515
1227	6589	9509
1228	6593	9501
1229	6598	9495
1230	6602	9488
1231	6607	9481
1232	6611	9474
1233	6615	9467
1234	6619	9460
1235	6624	9453
1236	6628	9447
1237	6633	9440
1238	6637	9433
1239	6640	9425
1240	6645	9419
1241	6649	9411
1242	6653	9404
1243	6657	9397
1244	6661	9390
1245	6665	9383
1246	6670	9377
1247	6675	9371
1248	6680	9365
1249	6685	9359
1250	6689	9353
1251	6694	9346
1252	6698	9340
1253	6703	9333
1254	6708	9327
1255	6712	9320
1256	6717	9314
1257	6721	9307
1258	6725	9300
1259	6729	9293
1260	6733	9286
1261	6738	9279
1262	6742	9272
1263	6746	9265
1264	6751	9259
1265	6755	9252
1266	6759	9246
1267	6764	9239
1268	6768	9232
1269	6773	9226
1270	6778	9221
1271	6783	9215
1272	6787	9208
1273	6792	9202
1274	6796	9195
1275	6801	9189
1276	6805	9182
1277	6809	9175
1278	6813	9168
1279	6818	9161
1280	6822	9155
1281	6826	9148
1282	6831	9142
1283	6836	9136
1284	6841	9130
1285	6845	9123
1286	6850	9117
1287	6855	9112
1288	6859	9105
1289	6864	9099
1290	6869	9093
1291	6874	9087
1292	6878	9080
1293	6883	9075
1294	6887	9068
1295	6892	9061
1296	6896	9055
1297	6900	9048
1298	6905	9042
1299	6909	9036
1300	6915	9031
1301	6920	9024
1302	6924	9018
1303	6929	9012
1304	6933	9006
1305	6938	8999
1306	6942	8993
1307	6947	8987
1308	6951	8980
1309	6956	8974
1310	6960	8967
1311	6964	8961
1312	6969	8954
1313	6973	8947
1314	6978	8941
1315	6982	8935
1316	6987	8929
1317	6991	8922
1318	6996	8916
1319	7000	8909
1320	7005	8903
1321	7009	8896
1322	7013	8890
1323	7018	8884
1324	7022	8877
1325	7026	8870
1326	7030	8864
1327	7035	8857
1328	7039	8851
1329	7043	8844
1330	7048	8838
1331	7052	8831
1332	7056	8824
1333	7060	8818
1334	7064	8811
1335	7070	8805
1336	7074	8799
1337	7079	8793
1338	7083	8787
1339	7088	8780
1340	7092	8774
1341	7097	8768
1342	7102	8762
1343	7106	8756
1344	7110	8749
1345	7115	8743
1346	7119	8737
1347	7124	8731
1348	7129	8725
1349	7134	8719
1350	7139	8713
1351	7143	8708
1352	7149	8702
1353	7152	8694
1354	7156	8688
1355	7161	8681
1356	7165	8675
1357	7169	8669
1358	7174	8663
1359	7179	8657
1360	7183	8650
1361	7187	8644
1362	7192	8638
1363	7197	8632
1364	7201	8626
1365	7206	8620
1366	7210	8614
1367	7215	8607
1368	7219	8601
1369	7224	8595
1370	7229	8589
1371	7234	8584
1372	7239	8578
1373	7243	8572
1374	7248	8566
1375	7253	8560
1376	7257	8554
1377	7263	8549
1378	7267	8543
1379	7271	8536
1380	7275	8529
1381	7280	8523
1382	7284	8517
1383	7289	8511
1384	7293	8504
1385	7298	8498
1386	7302	8492
1387	7307	8486
1388	7311	8480
1389	7315	8473
1390	7320	8467
1391	7324	8460
1392	7328	8454
1393	7332	8448
1394	7337	8442
1395	7341	8435
1396	7346	8429
1397	7350	8423
1398	7355	8417
1399	7359	8411
1400	7363	8404
1401	7368	8398
1402	7373	8393
1403	7377	8386
1404	7381	8379
1405	7386	8373
1406	7390	8367
1407	7394	8360
1408	7398	8354
1409	7402	8348
1410	7407	8341
1411	7411	8335
1412	7415	8329
1413	7420	8322
1414	7424	8316
1415	7428	8310
1416	7433	8304
1417	7437	8297
1418	7442	8291
1419	7447	8286
1420	7451	8279
1421	7455	8273
1422	7459	8266
1423	7463	8260
1424	7467	8253
1425	7471	8247
1426	7476	8240
1427	7480	8234
1428	7484	8228
1429	7488	8222
1430	7493	8215
1431	7498	8210
1432	7503	8205
1433	7508	8199
1434	7512	8193
1435	7517	8187
1436	7521	8180
1437	7525	8174
1438	7530	8168
1439	7535	8162
1440	7539	8156
1441	7544	8150
1442	7548	8145
1443	7553	8139
1444	7558	8133
1445	7563	8127
1446	7568	8122
1447	7573	8117
1448	7577	8110
1449	7582	8105
1450	7585	8098
1451	7589	8091
1452	7594	8085
1453	7598	8079
1454	7602	8072
1455	7607	8067
1456	7612	8061
1457	7616	8055
1458	7621	8050
1459	7626	8044
1460	7631	8038
1461	7635	8032
1462	7640	8026
1463	7644	8020
1464	7649	8015
1465	7653	8008
1466	7658	8002
1467	7663	7997
1468	7667	7991
1469	7672	7985
1470	7676	7979
1471	7681	7973
1472	7686	7968
1473	7690	7962
1474	7695	7956
1475	7699	7950
1476	7704	7944
1477	7709	7939
1478	7714	7934
1479	7720	7929
1480	7727	7926
1481	7732	7920
1482	7736	7914
1483	7740	7907
1484	7745	7902
1485	7750	7896
1486	7754	7890
1487	7759	7884
1488	7764	7878
1489	7769	7873
1490	7773	7867
1491	7778	7861
1492	7783	7856
1493	7787	7850
1494	7792	7844
1495	7797	7838
1496	7801	7833
1497	7806	7827
1498	7811	7821
1499	7815	7815
1500	7819	7809
1501	7824	7803
1502	7829	7797
1503	7834	7792
1504	7838	7786
1505	7842	7780
1506	7846	7774
1507	7851	7768
1508	7856	7763
1509	7861	7757
1510	7866	7752
1511	7872	7748
1512	7877	7742
1513	7882	7736
1514	7887	7730
1515	7891	7725
1516	7896	7719
1517	7901	7714
1518	7905	7708
1519	7911	7702
1520	7915	7697
1521	7920	7691
1522	7925	7686
1523	7930	7680
1524	7934	7674
1525	7939	7668
1526	7944	7663
1527	7949	7658
1528	7954	7653
1529	7959	7647
1530	7963	7641
1531	7968	7635
1532	7973	7630
1533	7977	7624
1534	7981	7617
1535	7986	7612
1536	7991	7606
1537	7995	7600
1538	7999	7594
1539	8004	7588
1540	8009	7583
1541	8013	7577
1542	8017	7571
1543	8022	7565
1544	8027	7559
1545	8031	7553
1546	8037	7548
1547	8041	7542
1548	8045	7536
1549	8050	7530
1550	8054	7524
1551	8059	7519
1552	8063	7513
1553	8068	7507
1554	8072	7501
1555	8077	7495
1556	8081	7489
1557	8086	7484
1558	8090	7478
1559	8095	7472
1560	8100	7467
1561	8104	7461
1562	8109	7455
1563	8113	7449
1564	8118	7444
1565	8122	7438
1566	8127	7432
1567	8131	7426
1568	8136	7420
1569	8141	7415
1570	8146	7410
1571	8152	7406
1572	8158	7401
1573	8163	7395
1574	8168	7390
1575	8172	7384
1576	8177	7378
1577	8182	7373
1578	8187	7368
1579	8192	7362
1580	8196	7356
1581	8201	7351
1582	8205	7345
1583	8209	7339
1584	8214	7333
1585	8219	7328
1586	8225	7323
1587	8229	7317
1588	8233	7310
1589	8237	7305
1590	8241	7299
1591	8246	7292
1592	8250	7287
1593	8254	7281
1594	8258	7275
1595	8263	7269
1596	8268	7263
1597	8272	7258
1598	8277	7252
1599	8281	7246
1600	8286	7240
1601	8291	7235
1602	8295	7229
1603	8300	7224
1604	8305	7218
1605	8309	7212
1606	8314	7207
1607	8319	7201
1608	8323	7196
1609	8329	7190
1610	8333	7185
1611	8338	7179
1612	8342	7173
1613	8347	7167
1614	8351	7162
1615	8356	7156
1616	8360	7151
1617	8365	7145
1618	8369	7139
1619	8373	7133
1620	8378	7127
1621	8382	7121
1622	8386	7115
1623	8390	7109
1624	8395	7103
1625	8399	7097
1626	8403	7091
1627	8407	7085
1628	8411	7079
1629	8416	7073
1630	8420	7068
1631	8425	7062
1632	8430	7057
1633	8435	7051
1634	8439	7046
1635	8444	7040
1636	8448	7034
1637	8453	7028
1638	8457	7022
1639	8461	7016
1640	8465	7010
1641	8471	7005
1642	8475	7000
1643	8479	6994
1644	8483	6988
1645	8488	6982
1646	8494	6977
1647	8498	6972
1648	8504	6967
1649	8508	6961
1650	8513	6955
1651	8518	6950
1652	8522	6944
1653	8526	6938
1654	8530	6932
1655	8535	6927
1656	8539	6921
1657	8544	6916
1658	8549	6911
1659	8554	6905
1660	8559	6899
1661	8563	6894
1662	8568	6888
1663	8572	6882
1664	8577	6877
1665	8581	6871
1666	8586	6865
1667	8590	6860
1668	8595	6854
1669	8599	6848
1670	8604	6843
1671	8609	6837
1672	8613	6831
1673	8618	6826
1674	8623	6821
1675	8628	6816
1676	8635	6812
1677	8641	6807
1678	8655	6810
1679	8663	6806
1680	8670	6803
1681	8677	6799
1682	8684	6795
1683	8693	6793
1684	8700	6789
1685	8706	6785
1686	8712	6780
