iter	Passed	Remaining
1687	8717	6775
1688	8722	6770
1689	8731	6768
1690	8751	6774
1691	8762	6773
1692	8771	6771
1693	8779	6768
1694	8791	6768
1695	8799	6765
1696	8810	6764
1697	8817	6761
1698	8855	6781
1699	8868	6781
1700	8876	6778
1701	8883	6774
1702	8891	6771
1703	8900	6769
1704	8907	6765
1705	8914	6761
1706	8921	6757
1707	8929	6754
1708	8935	6749
1709	8941	6745
1710	8948	6741
1711	8954	6736
1712	8958	6730
1713	8963	6725
1714	8969	6720
1715	8974	6714
1716	8979	6709
1717	8984	6704
1718	8989	6699
1719	8995	6694
1720	9000	6688
1721	9005	6683
1722	9010	6678
1723	9016	6673
1724	9021	6668
1725	9027	6663
1726	9033	6658
1727	9039	6653
1728	9044	6648
1729	9050	6643
1730	9054	6638
1731	9059	6632
1732	9064	6627
1733	9069	6621
1734	9074	6615
1735	9079	6610
1736	9084	6605
1737	9089	6600
1738	9094	6594
1739	9099	6589
1740	9105	6584
1741	9110	6579
1742	9115	6574
1743	9120	6568
1744	9125	6563
1745	9130	6557
1746	9136	6552
1747	9140	6547
1748	9146	6542
1749	9150	6536
1750	9155	6530
1751	9161	6525
1752	9166	6520
1753	9171	6515
1754	9176	6509
1755	9180	6503
1756	9185	6498
1757	9190	6492
1758	9195	6487
1759	9200	6482
1760	9205	6476
1761	9210	6471
1762	9216	6466
1763	9221	6461
1764	9226	6456
1765	9231	6450
1766	9237	6445
1767	9242	6440
1768	9247	6434
1769	9252	6429
1770	9256	6423
1771	9261	6418
1772	9266	6412
1773	9270	6407
1774	9275	6401
1775	9280	6396
1776	9285	6390
1777	9291	6385
1778	9296	6380
1779	9301	6375
1780	9306	6370
1781	9312	6364
1782	9317	6359
1783	9322	6354
1784	9326	6348
1785	9332	6343
1786	9337	6338
1787	9342	6332
1788	9347	6327
1789	9352	6321
1790	9356	6316
1791	9361	6310
1792	9367	6305
1793	9372	6300
1794	9377	6295
1795	9383	6290
1796	9387	6284
1797	9392	6279
1798	9398	6274
1799	9403	6268
1800	9408	6263
1801	9413	6258
1802	9418	6253
1803	9424	6248
1804	9429	6243
1805	9435	6237
1806	9441	6233
1807	9446	6228
1808	9452	6223
1809	9457	6218
1810	9463	6213
1811	9469	6208
1812	9477	6204
1813	9486	6202
1814	9494	6198
1815	9500	6194
1816	9505	6189
1817	9511	6183
1818	9517	6179
1819	9522	6173
1820	9527	6168
1821	9532	6163
1822	9538	6158
1823	9543	6152
1824	9548	6147
1825	9553	6142
1826	9558	6136
1827	9563	6131
1828	9569	6126
1829	9573	6121
1830	9579	6116
1831	9584	6110
1832	9589	6105
1833	9595	6100
1834	9600	6095
1835	9607	6091
1836	9614	6087
1837	9620	6082
1838	9626	6077
1839	9630	6071
1840	9637	6066
1841	9642	6061
1842	9647	6056
1843	9653	6051
1844	9658	6046
1845	9672	6046
1846	9677	6041
1847	9682	6036
1848	9688	6030
1849	9694	6026
1850	9701	6022
1851	9708	6017
1852	9713	6012
1853	9719	6008
1854	9725	6002
1855	9730	5997
1856	9736	5992
1857	9743	5988
1858	9750	5984
1859	9756	5980
1860	9763	5975
1861	9769	5970
1862	9778	5968
1863	9787	5964
1864	9793	5960
1865	9802	5957
1866	9813	5955
1867	9819	5950
1868	9825	5945
1869	9831	5940
1870	9836	5935
1871	9842	5930
1872	9847	5925
1873	9852	5920
1874	9858	5914
1875	9863	5909
1876	9868	5904
1877	9874	5899
1878	9880	5894
1879	9886	5890
1880	9894	5886
1881	9901	5881
1882	9908	5877
1883	9914	5872
1884	9919	5867
1885	9925	5862
1886	9930	5857
1887	9935	5851
1888	9940	5846
1889	9945	5840
1890	9951	5836
1891	9957	5831
1892	9962	5825
1893	9967	5820
1894	9972	5814
1895	9977	5809
1896	9982	5804
1897	9986	5798
1898	9991	5792
1899	9996	5787
1900	10001	5781
1901	10006	5776
1902	10010	5770
1903	10015	5765
1904	10020	5759
1905	10025	5754
1906	10030	5748
1907	10035	5743
1908	10040	5738
1909	10044	5732
1910	10049	5726
1911	10054	5721
1912	10058	5715
1913	10063	5710
1914	10068	5704
1915	10073	5699
1916	10078	5694
1917	10084	5689
1918	10090	5683
1919	10095	5678
1920	10100	5673
1921	10105	5667
1922	10111	5663
1923	10117	5658
1924	10129	5656
1925	10135	5651
1926	10140	5646
1927	10145	5640
1928	10150	5635
1929	10156	5631
1930	10164	5627
1931	10170	5622
1932	10175	5616
1933	10180	5611
1934	10185	5606
1935	10190	5600
1936	10195	5595
1937	10200	5589
1938	10205	5584
1939	10211	5579
1940	10216	5574
1941	10222	5569
1942	10227	5563
1943	10232	5558
1944	10237	5552
1945	10243	5547
1946	10248	5542
1947	10254	5537
1948	10261	5533
1949	10267	5528
1950	10279	5527
1951	10303	5531
1952	10308	5526
1953	10313	5521
1954	10321	5516
1955	10328	5512
1956	10334	5508
1957	10341	5503
1958	10347	5498
1959	10353	5493
1960	10359	5488
1961	10365	5483
1962	10371	5478
1963	10376	5473
1964	10383	5468
1965	10389	5464
1966	10396	5460
1967	10402	5455
1968	10407	5449
1969	10413	5444
1970	10418	5439
1971	10423	5433
1972	10428	5428
1973	10434	5423
1974	10441	5418
1975	10446	5413
1976	10451	5408
1977	10458	5403
1978	10463	5398
1979	10469	5393
1980	10477	5389
1981	10482	5384
1982	10488	5379
1983	10495	5374
1984	10500	5369
1985	10506	5364
1986	10512	5359
1987	10519	5354
1988	10524	5349
1989	10530	5344
1990	10535	5339
1991	10540	5333
1992	10546	5328
1993	10551	5323
1994	10556	5318
1995	10562	5312
1996	10568	5307
1997	10572	5302
1998	10578	5297
1999	10583	5291
2000	10588	5286
2001	10594	5281
2002	10599	5276
2003	10605	5270
2004	10610	5265
2005	10616	5260
2006	10622	5255
2007	10627	5250
2008	10633	5245
2009	10638	5239
2010	10643	5234
2011	10648	5229
2012	10654	5223
2013	10659	5218
2014	10666	5213
2015	10671	5208
2016	10676	5203
2017	10682	5198
2018	10687	5192
2019	10692	5187
2020	10698	5182
2021	10704	5177
2022	10709	5172
2023	10715	5167
2024	10721	5161
2025	10726	5156
2026	10732	5151
2027	10737	5146
2028	10743	5141
2029	10748	5136
2030	10754	5130
2031	10760	5125
2032	10766	5120
2033	10774	5116
2034	10780	5111
2035	10787	5107
2036	10793	5102
2037	10800	5097
2038	10807	5093
2039	10813	5088
2040	10820	5084
2041	10827	5079
2042	10833	5074
2043	10838	5069
2044	10845	5064
2045	10851	5059
2046	10857	5055
2047	10865	5050
2048	10872	5046
2049	10879	5041
2050	10884	5036
2051	10890	5031
2052	10896	5026
2053	10902	5021
2054	10908	5016
2055	10915	5011
2056	10921	5006
2057	10928	5002
2058	10933	4996
2059	10939	4991
2060	10944	4986
2061	10950	4981
2062	10956	4976
2063	10961	4970
2064	10967	4965
2065	10972	4960
2066	10978	4955
2067	10983	4950
2068	10989	4945
2069	10995	4940
2070	11002	4935
2071	11011	4931
2072	11020	4927
2073	11028	4924
2074	11038	4920
2075	11046	4916
2076	11054	4912
2077	11061	4907
2078	11067	4902
2079	11073	4898
2080	11081	4893
2081	11087	4888
2082	11093	4883
2083	11098	4878
2084	11104	4873
2085	11109	4867
2086	11114	4862
2087	11120	4857
2088	11125	4851
2089	11130	4846
2090	11135	4840
2091	11139	4834
2092	11144	4829
2093	11149	4823
2094	11154	4818
2095	11158	4812
2096	11163	4807
2097	11168	4801
2098	11172	4795
2099	11177	4790
2100	11182	4785
2101	11187	4779
2102	11192	4774
2103	11197	4768
2104	11202	4762
2105	11206	4757
2106	11211	4751
2107	11216	4746
2108	11221	4740
2109	11226	4735
2110	11230	4729
2111	11235	4724
2112	11240	4718
2113	11244	4712
2114	11249	4707
2115	11254	4701
2116	11259	4696
2117	11264	4690
2118	11269	4685
2119	11274	4679
2120	11279	4674
2121	11284	4669
2122	11289	4663
2123	11294	4658
2124	11299	4652
2125	11303	4647
2126	11308	4641
2127	11313	4635
2128	11317	4630
2129	11322	4624
2130	11327	4619
2131	11332	4613
2132	11337	4608
2133	11342	4602
2134	11346	4597
2135	11351	4591
2136	11356	4586
2137	11361	4580
2138	11365	4575
2139	11370	4569
2140	11375	4564
2141	11380	4558
2142	11385	4552
2143	11390	4547
2144	11396	4542
2145	11401	4537
2146	11405	4531
2147	11410	4525
2148	11414	4520
2149	11419	4514
2150	11424	4509
2151	11428	4503
2152	11433	4498
2153	11438	4492
2154	11442	4486
2155	11447	4481
2156	11452	4475
2157	11457	4470
2158	11462	4465
2159	11467	4459
2160	11473	4454
2161	11478	4449
2162	11483	4443
2163	11488	4438
2164	11493	4432
2165	11499	4427
2166	11505	4422
2167	11510	4417
2168	11515	4411
2169	11520	4406
2170	11525	4401
2171	11531	4395
2172	11535	4390
2173	11540	4384
2174	11544	4379
2175	11549	4373
2176	11554	4367
2177	11559	4362
2178	11564	4357
2179	11568	4351
2180	11572	4345
2181	11577	4340
2182	11581	4334
2183	11586	4329
2184	11591	4323
2185	11596	4318
2186	11600	4312
2187	11605	4306
2188	11610	4301
2189	11614	4295
2190	11619	4290
2191	11624	4285
2192	11629	4279
2193	11634	4274
2194	11639	4268
2195	11643	4262
2196	11648	4257
2197	11653	4251
2198	11657	4246
2199	11662	4240
2200	11667	4235
2201	11673	4230
2202	11678	4225
2203	11683	4219
2204	11688	4214
2205	11692	4208
2206	11697	4203
2207	11702	4197
2208	11707	4192
2209	11711	4186
2210	11716	4180
2211	11720	4175
2212	11725	4170
2213	11731	4164
2214	11736	4159
2215	11741	4154
2216	11746	4148
2217	11751	4143
2218	11756	4137
2219	11760	4132
2220	11765	4126
2221	11770	4121
2222	11775	4115
2223	11779	4110
2224	11784	4104
2225	11789	4099
2226	11793	4093
2227	11798	4088
2228	11803	4082
2229	11807	4077
2230	11814	4072
2231	11819	4066
2232	11824	4061
2233	11830	4056
2234	11838	4052
2235	11844	4046
2236	11849	4041
2237	11854	4036
2238	11859	4030
2239	11864	4025
2240	11869	4020
2241	11874	4014
2242	11880	4009
2243	11886	4004
2244	11891	3999
2245	11896	3993
2246	11901	3988
2247	11907	3983
2248	11915	3978
2249	11920	3973
2250	11926	3968
2251	11937	3964
2252	11947	3961
2253	11952	3955
2254	11958	3950
2255	11975	3949
2256	11981	3944
2257	11987	3939
2258	11992	3933
2259	11997	3928
2260	12002	3923
2261	12008	3917
2262	12014	3912
2263	12018	3907
2264	12023	3901
2265	12027	3896
2266	12033	3890
2267	12038	3885
2268	12043	3879
2269	12048	3874
2270	12053	3869
2271	12059	3864
2272	12064	3858
2273	12071	3853
2274	12076	3848
2275	12081	3843
2276	12087	3838
2277	12093	3832
2278	12098	3827
2279	12104	3822
2280	12110	3817
2281	12116	3812
2282	12122	3807
2283	12127	3801
2284	12133	3796
2285	12138	3791
2286	12142	3785
2287	12147	3780
2288	12152	3774
2289	12157	3769
2290	12162	3763
2291	12167	3758
2292	12171	3752
2293	12176	3747
2294	12181	3741
2295	12186	3736
2296	12191	3731
2297	12195	3725
2298	12200	3720
2299	12205	3714
2300	12209	3709
2301	12214	3703
2302	12219	3698
2303	12224	3692
2304	12229	3687
2305	12234	3681
2306	12239	3676
2307	12244	3671
2308	12248	3665
2309	12253	3660
2310	12258	3654
2311	12263	3649
2312	12268	3643
2313	12272	3638
2314	12277	3632
2315	12283	3627
2316	12287	3622
2317	12292	3616
2318	12297	3611
2319	12302	3605
2320	12306	3600
2321	12311	3594
2322	12316	3589
2323	12321	3584
2324	12327	3578
2325	12333	3573
2326	12338	3568
2327	12344	3563
2328	12349	3557
2329	12353	3552
2330	12358	3546
2331	12363	3541
2332	12376	3538
2333	12387	3534
2334	12406	3533
2335	12425	3531
2336	12436	3528
2337	12448	3524
2338	12460	3521
2339	12467	3516
2340	12472	3511
2341	12477	3505
2342	12482	3500
2343	12487	3494
2344	12492	3489
2345	12498	3484
2346	12502	3478
2347	12509	3473
2348	12515	3468
2349	12521	3463
2350	12527	3458
2351	12533	3453
2352	12539	3447
2353	12544	3442
2354	12550	3437
2355	12556	3432
2356	12560	3426
2357	12567	3421
2358	12572	3416
2359	12578	3410
2360	12583	3405
2361	12589	3400
2362	12593	3394
2363	12600	3389
2364	12606	3384
2365	12611	3379
2366	12617	3374
2367	12622	3368
2368	12627	3363
2369	12633	3358
2370	12638	3352
2371	12643	3347
2372	12649	3342
2373	12655	3337
2374	12660	3331
2375	12666	3326
2376	12671	3321
2377	12677	3315
2378	12682	3310
2379	12688	3305
2380	12693	3299
2381	12698	3294
2382	12704	3289
2383	12709	3283
2384	12714	3278
2385	12720	3273
2386	12725	3267
2387	12731	3262
2388	12737	3257
2389	12744	3252
2390	12749	3247
2391	12755	3242
2392	12760	3236
2393	12766	3231
2394	12772	3226
2395	12778	3221
2396	12782	3215
2397	12788	3210
2398	12794	3205
2399	12800	3200
2400	12806	3194
2401	12812	3189
2402	12817	3184
2403	12822	3179
2404	12828	3173
2405	12837	3169
2406	12843	3164
2407	12849	3158
2408	12853	3153
2409	12858	3148
2410	12864	3142
2411	12870	3137
2412	12877	3132
2413	12885	3127
2414	12893	3123
2415	12899	3118
2416	12906	3113
2417	12913	3108
2418	12918	3102
2419	12924	3097
2420	12930	3092
2421	12936	3087
2422	12944	3082
2423	12950	3077
2424	12998	3082
2425	13040	3085
2426	13052	3081
2427	13068	3078
2428	13077	3074
2429	13089	3070
2430	13101	3066
2431	13108	3061
2432	13114	3056
2433	13121	3051
2434	13130	3046
2435	13136	3041
2436	13143	3036
2437	13151	3031
2438	13159	3026
2439	13165	3021
2440	13172	3016
2441	13180	3011
2442	13186	3006
2443	13196	3002
2444	13202	2996
2445	13210	2992
2446	13216	2986
2447	13222	2981
2448	13228	2976
2449	13235	2971
2450	13244	2966
2451	13250	2961
2452	13256	2956
2453	13265	2951
2454	13272	2946
2455	13278	2941
2456	13284	2935
2457	13290	2930
2458	13294	2924
2459	13300	2919
2460	13306	2914
2461	13311	2908
2462	13317	2903
2463	13323	2898
2464	13328	2892
2465	13333	2887
2466	13339	2881
2467	13344	2876
2468	13351	2871
2469	13359	2866
2470	13364	2861
2471	13369	2855
2472	13375	2850
2473	13380	2844
2474	13385	2839
2475	13391	2834
2476	13396	2828
2477	13402	2823
2478	13408	2817
2479	13413	2812
2480	13418	2807
2481	13424	2801
2482	13429	2796
2483	13437	2791
2484	13443	2786
2485	13448	2780
2486	13454	2775
2487	13459	2769
2488	13466	2764
2489	13472	2759
2490	13478	2754
2491	13483	2748
2492	13489	2743
2493	13494	2737
2494	13500	2732
2495	13506	2727
2496	13512	2721
2497	13517	2716
2498	13522	2711
2499	13528	2705
2500	13534	2700
2501	13540	2695
2502	13545	2689
2503	13550	2684
2504	13556	2678
2505	13562	2673
2506	13567	2668
2507	13572	2662
2508	13577	2656
2509	13582	2651
2510	13588	2646
2511	13593	2640
2512	13598	2635
2513	13603	2629
2514	13609	2624
2515	13614	2619
2516	13621	2613
2517	13627	2608
2518	13631	2602
2519	13637	2597
2520	13643	2592
2521	13649	2586
2522	13656	2581
2523	13663	2576
2524	13669	2571
2525	13677	2566
2526	13682	2561
2527	13689	2555
2528	13697	2550
2529	13703	2545
2530	13712	2540
2531	13717	2535
2532	13725	2530
2533	13733	2525
2534	13741	2520
2535	13747	2515
2536	13755	2510
2537	13761	2504
2538	13767	2499
2539	13776	2495
2540	13788	2490
2541	13798	2486
2542	13807	2481
2543	13815	2476
2544	13821	2471
2545	13827	2465
2546	13833	2460
2547	13840	2455
2548	13845	2449
2549	13851	2444
2550	13857	2438
2551	13862	2433
2552	13869	2428
2553	13875	2422
2554	13882	2417
2555	13887	2412
2556	13893	2407
2557	13900	2401
2558	13906	2396
2559	13912	2391
2560	13918	2385
2561	13923	2380
2562	13929	2374
2563	13934	2369
2564	13940	2364
2565	13945	2358
2566	13950	2353
2567	13956	2347
2568	13963	2342
2569	13968	2337
2570	13974	2331
2571	13980	2326
2572	13986	2321
2573	13992	2315
2574	13997	2310
2575	14002	2304
2576	14009	2299
2577	14015	2294
2578	14021	2288
2579	14029	2283
2580	14036	2278
2581	14042	2273
2582	14048	2268
2583	14054	2262
2584	14061	2257
2585	14067	2252
2586	14073	2246
2587	14080	2241
2588	14085	2236
2589	14091	2230
2590	14096	2225
2591	14102	2219
2592	14108	2214
2593	14115	2209
2594	14121	2203
2595	14127	2198
2596	14132	2193
2597	14138	2187
2598	14144	2182
2599	14149	2176
2600	14155	2171
2601	14161	2166
2602	14167	2160
2603	14172	2155
2604	14179	2149
2605	14184	2144
2606	14189	2139
2607	14195	2133
2608	14201	2128
2609	14206	2122
2610	14213	2117
2611	14218	2112
2612	14225	2106
2613	14231	2101
2614	14237	2096
2615	14243	2090
2616	14248	2085
2617	14254	2079
2618	14261	2074
2619	14266	2069
2620	14271	2063
2621	14278	2058
2622	14283	2052
2623	14289	2047
2624	14296	2042
2625	14302	2036
2626	14309	2031
2627	14314	2026
2628	14319	2020
2629	14326	2015
2630	14331	2010
2631	14336	2004
2632	14342	1999
2633	14348	1993
2634	14356	1988
2635	14362	1983
2636	14367	1977
2637	14375	1972
2638	14381	1967
2639	14386	1961
2640	14393	1956
2641	14399	1951
2642	14404	1945
2643	14411	1940
2644	14417	1935
2645	14424	1929
2646	14430	1924
2647	14435	1918
2648	14442	1913
2649	14447	1908
2650	14453	1902
2651	14458	1897
2652	14464	1891
2653	14469	1886
2654	14474	1880
2655	14480	1875
2656	14485	1869
2657	14490	1864
2658	14497	1859
2659	14503	1853
2660	14508	1848
2661	14514	1842
2662	14521	1837
2663	14527	1832
2664	14533	1826
2665	14539	1821
2666	14545	1816
2667	14551	1810
2668	14556	1805
2669	14562	1799
2670	14567	1794
2671	14574	1789
2672	14580	1783
2673	14586	1778
2674	14591	1772
2675	14597	1767
2676	14604	1762
2677	14610	1756
2678	14615	1751
2679	14621	1745
2680	14627	1740
2681	14632	1734
2682	14638	1729
2683	14644	1724
2684	14649	1718
2685	14655	1713
2686	14660	1707
2687	14666	1702
2688	14672	1696
2689	14678	1691
2690	14684	1686
2691	14690	1680
2692	14696	1675
2693	14702	1670
2694	14708	1664
2695	14713	1659
2696	14719	1653
2697	14725	1648
2698	14731	1642
2699	14737	1637
2700	14743	1632
2701	14749	1626
2702	14755	1621
2703	14761	1615
2704	14768	1610
2705	14773	1605
2706	14779	1599
2707	14785	1594
2708	14791	1588
2709	14796	1583
2710	14802	1577
2711	14808	1572
2712	14814	1567
2713	14820	1561
2714	14826	1556
2715	14832	1550
2716	14837	1545
2717	14844	1540
2718	14851	1534
2719	14856	1529
2720	14861	1523
2721	14868	1518
2722	14874	1513
2723	14880	1507
2724	14886	1502
2725	14891	1496
2726	14897	1491
2727	14903	1485
2728	14908	1480
2729	14915	1475
2730	14921	1469
2731	14927	1464
2732	14932	1458
2733	14938	1453
2734	14945	1448
2735	14951	1442
2736	14957	1437
2737	14963	1431
2738	14969	1426
2739	14975	1421
2740	14982	1415
2741	14988	1410
2742	14994	1404
2743	15000	1399
2744	15007	1394
2745	15014	1388
2746	15019	1383
2747	15025	1377
2748	15032	1372
2749	15038	1367
2750	15044	1361
2751	15049	1356
2752	15056	1350
2753	15062	1345
2754	15068	1339
2755	15073	1334
2756	15080	1329
2757	15085	1323
2758	15090	1318
2759	15097	1312
2760	15103	1307
2761	15109	1301
2762	15115	1296
2763	15120	1291
2764	15125	1285
2765	15132	1280
2766	15138	1274
2767	15144	1269
2768	15150	1263
2769	15156	1258
2770	15164	1253
2771	15171	1247
2772	15177	1242
2773	15183	1237
2774	15189	1231
2775	15195	1226
2776	15200	1220
2777	15207	1215
2778	15213	1209
2779	15221	1204
2780	15227	1199
2781	15233	1193
2782	15239	1188
2783	15246	1182
2784	15253	1177
2785	15258	1172
2786	15264	1166
2787	15270	1161
2788	15277	1155
2789	15282	1150
2790	15288	1144
2791	15294	1139
2792	15300	1133
2793	15306	1128
2794	15312	1123
2795	15319	1117
2796	15326	1112
2797	15334	1107
2798	15343	1101
2799	15349	1096
2800	15357	1091
2801	15364	1085
2802	15372	1080
2803	15380	1075
2804	15387	1069
2805	15394	1064
2806	15400	1058
2807	15408	1053
2808	15416	1048
2809	15423	1042
2810	15429	1037
2811	15435	1031
2812	15442	1026
2813	15448	1021
2814	15456	1015
2815	15462	1010
2816	15468	1004
2817	15473	999
2818	15479	993
2819	15484	988
2820	15490	982
2821	15495	977
2822	15500	971
2823	15507	966
2824	15513	961
2825	15519	955
2826	15525	950
2827	15530	944
2828	15535	939
2829	15541	933
2830	15547	928
2831	15552	922
2832	15558	917
2833	15564	911
2834	15571	906
2835	15577	900
2836	15598	896
2837	15607	890
2838	15616	885
2839	15627	880
2840	15638	875
2841	15646	869
2842	15652	864
2843	15657	858
2844	15663	853
2845	15668	847
2846	15674	842
2847	15679	836
2848	15685	831
2849	15690	825
2850	15696	820
2851	15703	814
2852	15709	809
2853	15714	803
2854	15721	798
2855	15727	792
2856	15732	787
2857	15738	781
2858	15743	776
2859	15749	770
2860	15755	765
2861	15760	759
2862	15766	754
2863	15772	748
2864	15778	743
2865	15783	737
2866	15788	732
2867	15793	726
2868	15799	721
2869	15805	715
2870	15810	710
2871	15816	704
2872	15822	699
2873	15828	693
2874	15835	688
2875	15841	683
2876	15846	677
2877	15852	671
2878	15857	666
2879	15863	660
2880	15871	655
2881	15878	650
2882	15885	644
2883	15891	639
2884	15897	633
2885	15903	628
2886	15908	622
2887	15914	617
2888	15921	611
2889	15927	606
2890	15932	600
2891	15937	595
2892	15943	589
2893	15948	584
2894	15954	578
2895	15960	573
2896	15966	567
2897	15972	562
2898	15978	556
2899	15984	551
2900	15990	545
2901	15995	540
2902	16002	534
2903	16008	529
2904	16013	523
2905	16020	518
2906	16027	512
2907	16033	507
2908	16039	501
2909	16045	496
2910	16051	490
2911	16057	485
2912	16063	479
2913	16069	474
2914	16075	468
2915	16081	463
2916	16087	457
2917	16092	452
2918	16098	446
2919	16104	441
2920	16109	435
2921	16116	430
2922	16121	424
2923	16127	419
2924	16133	413
2925	16139	408
2926	16144	402
2927	16150	397
2928	16156	391
2929	16161	386
2930	16167	380
2931	16173	375
2932	16178	369
2933	16184	364
2934	16190	358
2935	16196	353
2936	16201	347
2937	16207	342
2938	16213	336
2939	16219	331
2940	16225	325
2941	16232	320
2942	16238	314
2943	16243	308
2944	16250	303
2945	16256	297
2946	16262	292
2947	16267	286
2948	16273	281
2949	16279	275
2950	16285	270
2951	16290	264
2952	16296	259
2953	16302	253
2954	16307	248
2955	16314	242
2956	16320	237
2957	16325	231
2958	16331	226
2959	16337	220
2960	16341	215
2961	16348	209
2962	16353	204
2963	16359	198
2964	16365	193
2965	16371	187
2966	16377	182
2967	16382	176
2968	16388	171
2969	16393	165
2970	16398	160
2971	16404	154
2972	16410	149
2973	16416	143
2974	16421	137
2975	16427	132
2976	16433	126
2977	16438	121
2978	16445	115
2979	16450	110
2980	16456	104
2981	16462	99
2982	16468	93
2983	16473	88
2984	16479	82
2985	16485	77
2986	16489	71
2987	16495	66
2988	16501	60
2989	16506	55
2990	16513	49
2991	16518	44
2992	16524	38
2993	16530	33
2994	16535	27
2995	16541	22
2996	16546	16
2997	16552	11
2998	16559	5
2999	16566	0
